,school_name,type,math_score,reading_score
997,Huang High School,District,96,83
998,Huang High School,District,90,72
999,Huang High School,District,67,88
1000,Huang High School,District,73,81
1001,Huang High School,District,89,99
1002,Huang High School,District,73,98
1003,Huang High School,District,71,68
1004,Huang High School,District,88,69
1005,Huang High School,District,57,96
1006,Huang High School,District,82,93
1007,Huang High School,District,68,89
1008,Huang High School,District,57,96
1009,Huang High School,District,94,89
1010,Huang High School,District,80,89
1011,Huang High School,District,98,85
1012,Huang High School,District,76,73
1013,Huang High School,District,91,74
1014,Huang High School,District,93,78
1015,Huang High School,District,83,98
1016,Huang High School,District,93,87
1017,Huang High School,District,84,85
1018,Huang High School,District,69,91
1019,Huang High School,District,89,97
1020,Huang High School,District,98,74
1021,Huang High School,District,81,88
1022,Huang High School,District,58,99
1023,Huang High School,District,89,85
1024,Huang High School,District,91,96
1025,Huang High School,District,61,93
1026,Huang High School,District,62,94
1027,Huang High School,District,80,66
1028,Huang High School,District,86,96
1029,Huang High School,District,84,67
1030,Huang High School,District,59,77
1031,Huang High School,District,67,71
1032,Huang High School,District,98,98
1033,Huang High School,District,85,70
1034,Huang High School,District,93,94
1035,Huang High School,District,55,72
1036,Huang High School,District,91,67
1037,Huang High School,District,80,90
1038,Huang High School,District,83,83
1039,Huang High School,District,76,66
1040,Huang High School,District,94,82
1041,Huang High School,District,64,99
1042,Huang High School,District,98,86
1043,Huang High School,District,96,97
1044,Huang High School,District,80,85
1045,Huang High School,District,55,96
1046,Huang High School,District,92,70
1047,Huang High School,District,96,83
1048,Huang High School,District,78,78
1049,Huang High School,District,59,98
1050,Huang High School,District,74,65
1051,Huang High School,District,65,90
1052,Huang High School,District,83,63
1053,Huang High School,District,94,89
1054,Huang High School,District,64,69
1055,Huang High School,District,75,92
1056,Huang High School,District,79,75
1057,Huang High School,District,97,64
1058,Huang High School,District,73,77
1059,Huang High School,District,87,90
1060,Huang High School,District,65,82
1061,Huang High School,District,97,95
1062,Huang High School,District,95,74
1063,Huang High School,District,98,92
1064,Huang High School,District,99,94
1065,Huang High School,District,83,96
1066,Huang High School,District,75,66
1067,Huang High School,District,96,95
1068,Huang High School,District,58,95
1069,Huang High School,District,67,86
1070,Huang High School,District,60,64
1071,Huang High School,District,66,72
1072,Huang High School,District,68,79
1073,Huang High School,District,90,80
1074,Huang High School,District,96,78
1075,Huang High School,District,96,67
1076,Huang High School,District,60,96
1077,Huang High School,District,65,98
1078,Huang High School,District,82,75
1079,Huang High School,District,93,95
1080,Huang High School,District,75,87
1081,Huang High School,District,87,64
1082,Huang High School,District,57,76
1083,Huang High School,District,83,67
1084,Huang High School,District,87,73
1085,Huang High School,District,62,83
1086,Huang High School,District,73,95
1087,Huang High School,District,59,69
1088,Huang High School,District,72,75
1089,Huang High School,District,73,71
1090,Huang High School,District,78,95
1091,Huang High School,District,94,71
1092,Huang High School,District,95,68
1093,Huang High School,District,61,65
1094,Huang High School,District,74,84
1095,Huang High School,District,78,66
1096,Huang High School,District,62,99
1097,Huang High School,District,85,68
1098,Huang High School,District,91,76
1099,Huang High School,District,84,63
1100,Huang High School,District,96,73
1101,Huang High School,District,85,90
1102,Huang High School,District,64,68
1103,Huang High School,District,86,74
1104,Huang High School,District,72,66
1105,Huang High School,District,90,92
1106,Huang High School,District,71,70
1107,Huang High School,District,95,67
1108,Huang High School,District,69,82
1109,Huang High School,District,69,89
1110,Huang High School,District,97,76
1111,Huang High School,District,90,74
1112,Huang High School,District,83,94
1113,Huang High School,District,79,90
1114,Huang High School,District,81,95
1115,Huang High School,District,93,93
1116,Huang High School,District,87,97
1117,Huang High School,District,62,68
1118,Huang High School,District,61,65
1119,Huang High School,District,97,84
1120,Huang High School,District,65,68
1121,Huang High School,District,83,86
1122,Huang High School,District,81,87
1123,Huang High School,District,78,67
1124,Huang High School,District,77,92
1125,Huang High School,District,63,74
1126,Huang High School,District,91,64
1127,Huang High School,District,69,70
1128,Huang High School,District,88,97
1129,Huang High School,District,55,92
1130,Huang High School,District,91,85
1131,Huang High School,District,58,90
1132,Huang High School,District,73,97
1133,Huang High School,District,70,68
1134,Huang High School,District,71,81
1135,Huang High School,District,73,92
1136,Huang High School,District,95,81
1137,Huang High School,District,63,79
1138,Huang High School,District,61,91
1139,Huang High School,District,78,78
1140,Huang High School,District,61,72
1141,Huang High School,District,83,88
1142,Huang High School,District,87,91
1143,Huang High School,District,76,70
1144,Huang High School,District,58,95
1145,Huang High School,District,88,65
1146,Huang High School,District,85,79
1147,Huang High School,District,57,96
1148,Huang High School,District,70,63
1149,Huang High School,District,78,86
1150,Huang High School,District,83,88
1151,Huang High School,District,85,63
1152,Huang High School,District,95,73
1153,Huang High School,District,66,77
1154,Huang High School,District,83,93
1155,Huang High School,District,75,89
1156,Huang High School,District,64,83
1157,Huang High School,District,91,77
1158,Huang High School,District,72,71
1159,Huang High School,District,61,84
1160,Huang High School,District,98,95
1161,Huang High School,District,67,73
1162,Huang High School,District,95,73
1163,Huang High School,District,58,86
1164,Huang High School,District,85,94
1165,Huang High School,District,84,87
1166,Huang High School,District,55,81
1167,Huang High School,District,56,97
1168,Huang High School,District,67,65
1169,Huang High School,District,63,64
1170,Huang High School,District,71,96
1171,Huang High School,District,61,82
1172,Huang High School,District,57,67
1173,Huang High School,District,77,73
1174,Huang High School,District,72,91
1175,Huang High School,District,87,97
1176,Huang High School,District,63,76
1177,Huang High School,District,73,93
1178,Huang High School,District,77,80
1179,Huang High School,District,59,63
1180,Huang High School,District,88,68
1181,Huang High School,District,69,90
1182,Huang High School,District,78,78
1183,Huang High School,District,88,88
1184,Huang High School,District,77,89
1185,Huang High School,District,72,76
1186,Huang High School,District,55,82
1187,Huang High School,District,86,82
1188,Huang High School,District,69,72
1189,Huang High School,District,78,77
1190,Huang High School,District,61,82
1191,Huang High School,District,74,84
1192,Huang High School,District,56,64
1193,Huang High School,District,62,64
1194,Huang High School,District,98,72
1195,Huang High School,District,92,64
1196,Huang High School,District,65,91
1197,Huang High School,District,77,87
1198,Huang High School,District,83,83
1199,Huang High School,District,76,79
1200,Huang High School,District,66,73
1201,Huang High School,District,79,64
1202,Huang High School,District,75,74
1203,Huang High School,District,92,83
1204,Huang High School,District,73,69
1205,Huang High School,District,81,86
1206,Huang High School,District,62,89
1207,Huang High School,District,70,88
1208,Huang High School,District,64,95
1209,Huang High School,District,71,93
1210,Huang High School,District,57,88
1211,Huang High School,District,90,85
1212,Huang High School,District,81,97
